motion_id,short_label,long_label
36_29,walk on uneven terrain,walk on uneven terrain
36_30,walk on uneven terrain,walk on uneven terrain
36_31,walk on uneven terrain,walk on uneven terrain
36_32,walk on uneven terrain,walk on uneven terrain
36_33,walk on uneven terrain,walk on uneven terrain
36_34,walk on uneven terrain,walk on uneven terrain
36_35,walk on uneven terrain,walk on uneven terrain
36_36,walk on uneven terrain,walk on uneven terrain
36_37,walk on uneven terrain,jump/hop on uneven terrain
,,
37_01,walk,slow walk
,,
38_01,walk,walk
38_02,walk,walk
38_03,walk,run around in a circle
38_04,walk,"walk around, frequent turns, cyclic walk along a line"
,,
39_01,climb,walk
39_02,climb,walk
39_03,climb,walk
39_04,climb,walk
39_05,climb,walk
39_06,climb,walk
39_07,climb,walk
39_08,climb,walk
39_09,climb,walk
39_10,climb,walk
39_11,climb,"walk forward, turn around, walk back"
39_12,climb,walk
39_13,climb,walk
39_14,climb,walk
,,
40_02,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
40_03,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
40_04,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
40_05,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
40_06,navigate from corner to corner,"climb, step over, sit on, jump over stepstool"
40_07,navigate from corner to corner,"climb, step over, jump over stepstool"
40_08,navigate from corner to corner,"climb, step over, jump over stepstool"
40_09,navigate from corner to corner,"climb, step over, jump over stepstool"
40_10,navigate from corner to corner,wait for bus
40_11,navigate from corner to corner,wait for bus
40_12,navigate from corner to corner,basketball signals
,,
41_02,navigate from corner to corner,"navigate - walk forward, backward, sideways, on a diagonal"
41_03,navigate from corner to corner,"navigate - walk forward, backward, sideways, on a diagonal"
41_04,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
41_05,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
41_06,navigate from corner to corner,"navigate - walk forward, backward, on a diagonal"
41_07,navigate from corner to corner,"climb, step over, jump over, navigate around stepstool"
41_08,navigate from corner to corner,"climb, step over, jump over, navigate around stepstool"
41_09,navigate from corner to corner,"climb, step over, jump over, navigate around stepstool"
41_10,navigate from corner to corner,basketball signals
41_11,navigate from corner to corner,basketball signals
,,
42_01,stretch,"stretch - rotate head, shoulders, arms, legs"
,,
43_01,swing on playground equipment,walk
43_02,swing on playground equipment,"playground - grip bar, swing body"
43_03,swing on playground equipment,"playground - grip bar, swing body"
,,
45_01,walk,walk
,,
46_01,walk,walk
,,
47_01,walk,"walk forward, turn around, walk back"
,,
49_01,modern dance,walk
49_02,modern dance,"jump up and down, hop on one foot"
49_03,modern dance,"jump up and down, hop on one foot"
49_04,modern dance,"run, leap"
49_05,modern dance,"run, leap"
49_06,modern dance,cartwheel
49_07,modern dance,cartwheel
49_08,modern dance,cartwheels
49_09,modern dance,"dance - arms held high, side arabesque"
49_10,modern dance,"dance - fold in from side arabesque, curl inwards"
49_11,modern dance,"dance - fold in from side arabesque, curl inwards"
49_12,modern dance,"dance - lean forward, bring back leg forward, arching arms"
49_13,modern dance,"dance - fold in from side arabesque, curl inwards"
49_14,modern dance,"dance - lean forward, bring back leg forward, arching arms"
49_15,modern dance,"static dance pose - folded in, head lowered, leg bent"
49_16,modern dance,"dance - fold in from side arabesque, curl inwards"
49_17,modern dance,"dance - lean forward, bring back leg forward, arching arms"
49_18,modern dance,"balance on one leg, outstretched arms"
49_19,modern dance,"balance on one leg, outstretched arms"
49_20,modern dance,"balance on one leg, outstretched arms"
49_21,modern dance,"acrobatics - spin/twirl, hang on ropes"
49_22,modern dance,"dance - lean back on bent leg, balance, bend elbow by ear"
,,
54_01,animal behaviors (pantomime - human subject,monkey (human subject)
54_02,animal behaviors (pantomime - human subject,bear (human subject)
54_03,animal behaviors (pantomime - human subject,penguin (human subject)
54_04,animal behaviors (pantomime - human subject,pterosaur (human subject)
54_05,animal behaviors (pantomime - human subject,pterosaur (human subject)
54_06,animal behaviors (pantomime - human subject,pterosaur (human subject)
54_07,animal behaviors (pantomime - human subject,prairie dog (human subject)
54_08,animal behaviors (pantomime - human subject,roadrunner (human subject)
54_09,animal behaviors (pantomime - human subject,insect/praying mantis (human subject)
54_10,animal behaviors (pantomime - human subject,ghost (human subject)
54_11,animal behaviors (pantomime - human subject,penguin (human subject)
54_12,animal behaviors (pantomime - human subject,dragon (human subject)
54_13,animal behaviors (pantomime - human subject,dragon (human subject)
54_14,animal behaviors (pantomime - human subject,monkey (human subject)
54_15,animal behaviors (pantomime - human subject,prairie dog (human subject)
54_16,animal behaviors (pantomime - human subject,superhero
54_17,animal behaviors (pantomime - human subject,squirrel (human subject)
54_18,animal behaviors (pantomime - human subject,squirrel (human subject)
54_19,animal behaviors (pantomime - human subject,squirrel - robotic like motion (human subject)
54_20,animal behaviors (pantomime - human subject,"follow path, walk around obstacles"
54_21,animal behaviors (pantomime - human subject,"follow path, walk around obstacles"
54_22,animal behaviors (pantomime - human subject,"follow path, walk around obstacles"
54_23,animal behaviors (pantomime - human subject,monkey (human subject)
54_24,animal behaviors (pantomime - human subject,hummingbird (human subject)
54_25,animal behaviors (pantomime - human subject,chicken (human subject)
54_26,animal behaviors (pantomime - human subject,chicken (human subject)
54_27,animal behaviors (pantomime - human subject,chicken (human subject)
,,
55_01,animal behaviors (pantomime - human subject,"dance, whirl"
55_02,animal behaviors (pantomime - human subject,lambada dance
55_03,animal behaviors (pantomime - human subject,genie (human subject)
55_04,animal behaviors (pantomime - human subject,walk
55_05,animal behaviors (pantomime - human subject,hummingbird (human subject)
55_06,animal behaviors (pantomime - human subject,chicken (human subject)
55_07,animal behaviors (pantomime - human subject,chicken (human subject)
55_08,animal behaviors (pantomime - human subject,monkey (human subject)
55_09,animal behaviors (pantomime - human subject,monkey (human subject)
55_10,animal behaviors (pantomime - human subject,hummingbird (human subject)
55_11,animal behaviors (pantomime - human subject,animal (human subject)
55_12,animal behaviors (pantomime - human subject,dancing bear (human subject)
55_13,animal behaviors (pantomime - human subject,insect/praying mantis (human subject)
55_14,animal behaviors (pantomime - human subject,prairie dog (human subject)
55_15,animal behaviors (pantomime - human subject,roadrunner (human subject)
55_16,animal behaviors (pantomime - human subject,panda (human subject)
55_17,animal behaviors (pantomime - human subject,ghost (human subject)
55_18,animal behaviors (pantomime - human subject,penguin (human subject)
55_19,animal behaviors (pantomime - human subject,dragon (human subject)
55_20,animal behaviors (pantomime - human subject,hippo ballerina (human subject)
55_21,animal behaviors (pantomime - human subject,pterosaur (human subject)
55_22,animal behaviors (pantomime - human subject,superhero
55_23,animal behaviors (pantomime - human subject,devil
55_24,animal behaviors (pantomime - human subject,various animals (human subject)
55_25,animal behaviors (pantomime - human subject,dancing animal (human subject)
55_26,animal behaviors (pantomime - human subject,monkey (human subject)
55_27,animal behaviors (pantomime - human subject,dancing ant (human subject)
55_28,animal behaviors (pantomime - human subject,monkey/bear (human subject)
,,
56_01,vignettes - locomotion,walk around
56_02,vignettes - locomotion,"vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall"
56_03,vignettes - locomotion,"vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall, lift open window, throw punches, skip"
56_04,vignettes - locomotion,"vignettes - fists up, wipe window, grab, lift open window, throw punches, yawn, stretch, walk, jump"
56_05,vignettes - locomotion,"vignettes - walk, drink water, run/jog, jump, wipe window, lift open window, throw punches, yawn, stretch"
56_06,vignettes - locomotion,"vignettes - throw punches, grab, skip, yawn, stretch, leap, lift open window, walk, jump/bound"
56_07,vignettes - locomotion,"vignettes - yawn, stretch, walk, run/jog, angrily grab, jump, skip, halt"
56_08,vignettes - locomotion,"vignettes - lift open window, smash against wall, hop, walk, run/jog, yawn, stretch"
,,
60_01,salsa,salsa dance
60_02,salsa,salsa dance
60_03,salsa,salsa dance
60_04,salsa,salsa dance
60_05,salsa,salsa dance
60_06,salsa,salsa dance
60_07,salsa,salsa dance
60_08,salsa,salsa dance
60_09,salsa,salsa dance
60_10,salsa,salsa dance
60_11,salsa,salsa dance
60_12,salsa,salsa dance
60_13,salsa,salsa dance
60_14,salsa,salsa dance
60_15,salsa,salsa dance
,,
61_01,salsa,salsa dance
61_02,salsa,salsa dance
61_03,salsa,salsa dance
61_04,salsa,salsa dance
61_05,salsa,salsa dance
61_06,salsa,salsa dance
61_07,salsa,salsa dance
61_08,salsa,salsa dance
61_09,salsa,salsa dance
61_10,salsa,salsa dance
61_11,salsa,salsa dance
61_12,salsa,salsa dance
61_13,salsa,salsa dance
61_14,salsa,salsa dance
61_15,salsa,salsa dance
,,
62_01,construction work,"bolt loosening, wrench"
62_02,construction work,"bolt tightening, wrench"
62_03,construction work,"sawing, hand saw"
62_04,construction work,screwing
62_05,construction work,screwing
62_06,construction work,unscrewing
62_07,construction work,hammering a nail
62_08,construction work,hammering a nail
62_09,construction work,pulling a nail
62_10,construction work,hammering sequence
62_11,construction work,cleaning up
62_12,construction work,hard days drink
62_13,construction work,moving a stool
62_14,construction work,opening umbrella
62_15,construction work,opening umbrella
62_16,construction work,closing umbrella
62_17,construction work,opening and closing umbrella
62_18,construction work,closing a box
62_19,construction work,opening a box
62_20,construction work,"closing, moving and opening a box"
62_21,construction work,coiling a rope
62_22,construction work,dynamic calibration
62_23,construction work,bolt tightening
62_24,construction work,"bolt tightening, with putting bolt in"
62_25,construction work,"bolt loosening, wrench"
,,
63_01,golf,Swing
,,
64_01,golf,Swing
64_02,golf,Swing
64_03,golf,Swing
64_04,golf,Swing
64_05,golf,Swing
64_06,golf,Swing
64_07,golf,Swing
64_08,golf,Swing
64_09,golf,Swing
64_10,golf,Swing
64_11,golf,Putt
64_12,golf,Putt
64_13,golf,Putt
64_14,golf,Putt
64_15,golf,Putt
64_16,golf,Placing Tee
64_17,golf,Placing Tee
64_18,golf,Placing Tee
64_19,golf,Placing Tee
64_20,golf,Placing Tee
64_21,golf,Placing Ball
64_22,golf,Placing Ball
64_23,golf,Placing Ball
64_24,golf,Placing Ball
64_25,golf,Placing Ball
64_26,golf,Picking up Ball
64_27,golf,Picking up Ball
64_28,golf,Picking up Ball
64_29,golf,Picking up Ball
64_30,golf,Picking up Ball
,,
69_01,walking,walk forward
69_02,walking,walk forward
69_03,walking,walk forward
69_04,walking,walk forward
69_05,walking,walk forward
69_06,walking,walk and turn (repeated)
69_07,walking,walk and turn (repeated)
69_08,walking,walk and turn (repeated)
69_09,walking,walk and turn (repeated)
69_10,walking,walk and turn (repeated)
69_11,walking,walk and turn (repeated)
69_12,walking,walk and turn both directions (repeated)
69_13,walking,"walk, turn in place (repeated)"
69_14,walking,"walk, turn in place (repeated)"
69_15,walking,"walk, turn in place (repeated)"
69_16,walking,turn in place
69_17,walking,turn in place
69_18,walking,turn in place (opposite direction)
69_19,walking,turn in place (opposite direction)
69_20,walking,walk forward 90 degree right turn
69_21,walking,walk forward 90 degree right turn
69_22,walking,walk forward 90 degree right turn
69_23,walking,walk forward 90 degree right turn
69_24,walking,walk forward 90 degree left turn
69_25,walking,walk forward 90 degree left turn
69_26,walking,walk forward 90 degree left turn
69_27,walking,walk forward 90 degree left turn
69_28,walking,walk forward 90 degree smooth right turn
69_29,walking,walk forward 90 degree smooth right turn
69_30,walking,walk forward 90 degree smooth right turn
69_31,walking,walk forward 90 degree smooth left turn
69_32,walking,walk forward 90 degree smooth left turn
69_33,walking,walk forward 90 degree smooth left turn
69_34,walking,walk backwards and turn
69_35,walking,walk backwards and turn
69_36,walking,walk backwards and turn
69_37,walking,walk backwards and turn
69_38,walking,walk backwards and turn (repeated)
69_39,walking,"walk backward, turn in place"
69_40,walking,"walk backward, turn in place"
69_41,walking,"walk backward, turn in place"
69_42,walking,walk sideways and turn (repeated)
69_43,walking,walk sideways and turn (repeated)
69_44,walking,walk sideways and turn (repeated)
69_45,walking,walk sideways and turn (repeated)
69_46,walking,walk sideways and turn (repeated)
69_47,walking,walk sideways and turn (repeated)
69_48,walking,walk sideways and turn (opposite direction)
69_49,walking,walk sideways and turn (opposite direction)
69_50,walking,walk sideways and backwards
69_51,walking,walk backwards and turn
69_52,walking,walk backwards and turn
69_53,walking,walk backwards and turn
69_54,walking,walk backwards and turn
69_55,walking,walk backwards and turn
69_56,walking,walk sideways and turn (opposite direction)
69_57,walking,walk sideways and turn (opposite direction)
69_58,walking,walk sideways and turn (opposite direction)
69_59,walking,walk sideways and turn
69_60,walking,walk sideways and turn
69_61,walking,walk sideways and turn
69_62,walking,walk sideways and turn (opposite direction)
69_63,walking,walk sideways and turn (opposite direction)
69_64,walking,walk sideways and turn (opposite direction)
69_65,walking,walk sideways and turn
69_66,walking,walk sideways and turn
69_67,walking,walk sideways and turn
69_68,walking,"walk forward and pick up object, set down object"
69_69,walking,"walk forward and pick up object, carry back object"
69_70,walking,"walk up to object, squat, pick up object, set down in another place."
69_71,walking,"walk up to object, squat, pick up object, set down in another place"
69_72,walking,"walk up to object, pick up object, set down in another place"
69_73,walking,"walk up to object, lean over, pick up object, set down in another place"
69_74,walking,"walk up to object, lean over, pick up object, set down in another place"
69_75,walking,"walk up to object, squat, pick up object, set down in another place"
,,
70_01,suitcase,carry 5.5lb suitcase
70_02,suitcase,carry 5.5lb suitcase
70_03,suitcase,carry 19.5lb suitcase
70_04,suitcase,carry 19.5lb suitcase
70_05,suitcase,carry 19.5lb suitcase
70_06,suitcase,carry 19.5lb suitcase
70_07,suitcase,carry 19.5lb suitcase
70_08,suitcase,carry 19.5lb suitcase
70_09,suitcase,carry 19.5lb suitcase
70_10,suitcase,carry 12.5lb suitcase
70_11,suitcase,carry 12.5lb suitcase
70_12,suitcase,carry 12.5lb suitcase
70_13,suitcase,carry 12.5lb suitcase
,,
74_01,kicks and walking on slopes,stiff walk
74_02,kicks and walking on slopes,stiff walk
74_03,kicks and walking on slopes,kick
74_04,kicks and walking on slopes,kick
74_05,kicks and walking on slopes,kick
74_06,kicks and walking on slopes,kick
74_07,kicks and walking on slopes,lifting up
74_08,kicks and walking on slopes,lifting up
74_09,kicks and walking on slopes,Unknown
74_10,kicks and walking on slopes,peeping
74_11,kicks and walking on slopes,peeping
74_12,kicks and walking on slopes,thinker
74_13,kicks and walking on slopes,Range of motion
74_14,kicks and walking on slopes,slope 1
74_15,kicks and walking on slopes,slope1
74_16,kicks and walking on slopes,slope 2
74_17,kicks and walking on slopes,slope 2
74_18,kicks and walking on slopes,slope 3
74_19,kicks and walking on slopes,slope 3
74_20,kicks and walking on slopes,stiff walk
,,
75_01,jumps; hopscotch; sits,run jump
75_02,jumps; hopscotch; sits,run jump
75_03,jumps; hopscotch; sits,run jump
75_04,jumps; hopscotch; sits,wide leg run
75_05,jumps; hopscotch; sits,cross leg run
75_06,jumps; hopscotch; sits,180 jump
75_07,jumps; hopscotch; sits,angle jumps
75_08,jumps; hopscotch; sits,360 jumps
75_09,jumps; hopscotch; sits,360 jump
75_10,jumps; hopscotch; sits,2 jump
75_11,jumps; hopscotch; sits,2 jump
75_12,jumps; hopscotch; sits,box jump
75_13,jumps; hopscotch; sits,hopscotch
75_14,jumps; hopscotch; sits,hopscotch
75_15,jumps; hopscotch; sits,long jumps
75_16,jumps; hopscotch; sits,jump kick
75_17,jumps; hopscotch; sits,medium sit
75_18,jumps; hopscotch; sits,high sit
75_19,jumps; hopscotch; sits,medium sit
75_20,jumps; hopscotch; sits,low sit
,,
76_01,avoidance,walk backwards then attack with a punch
76_02,avoidance,"walk backwards, feign a few attacks, then attack"
76_03,avoidance,avoid attacker
76_04,avoidance,defensive guard pose
76_05,avoidance,swatting at pesky bug
76_06,avoidance,avoid stepping on something
76_07,avoidance,Unknown
76_08,avoidance,careful stepping over things
76_09,avoidance,walking backwards
76_10,avoidance,turning
76_11,avoidance,quick large steps backwards
,,
77_01,careful actions,looking around
77_02,careful actions,standing
77_03,careful actions,ready stance
77_04,careful actions,Looking around
77_05,careful actions,look around with flashlight
77_06,careful actions,searching ground
77_07,careful actions,poking ground
77_08,careful actions,investigating thing on ground with two hands
77_09,careful actions,duck to avoid flying object
77_10,careful actions,careful run
77_11,careful actions,careful run
77_12,careful actions,careful run in circle
77_13,careful actions,careful run in figure eight
77_14,careful actions,careful creeping
77_15,careful actions,careful creeping
77_16,careful actions,"laying down, getting up, careful ready pose"
77_17,careful actions,"laying down, getting up, careful ready pose"
77_18,careful actions,"laying down on back, getting up, careful ready pose"
77_19,careful actions,"limping, hurt right leg"
77_20,careful actions,"limping, hurt right leg"
77_21,careful actions,stretching
77_22,careful actions,"limping, hurt right leg"
77_23,careful actions,"limping, hurt right leg"
77_24,careful actions,"limping, hurt right leg"
77_25,careful actions,careful walk and search
77_26,careful actions,careful walk and search
77_27,careful actions,careful walk and search
77_28,careful actions,careful walk
77_29,careful actions,creeping walk
77_30,careful actions,creeping walk
77_31,careful actions,silent walk
77_32,careful actions,creeping walk
77_33,careful actions,creeping with limp
77_34,careful actions,"creep and pause, repeat"
,,
78_01,walking,LeftTightTurn         CleanedGRS
78_02,walking,RightWideTurn            CleanedGRS
78_03,walking,LeftWideTurn     CleanedGRS
78_04,walking,SuperTightLeft        CleanedGRS
78_05,walking,SuperTightRight         CleanedGRS
78_06,walking,RunningStraight       CleanedGRS
78_07,walking,RunningWideRight       CleanedGRS
78_08,walking,RunningWideLeft      CleanedGRS
78_09,walking,RunningTigherLeft      CleanedGRS
78_10,walking,RunningTighterRight      CleanedGRS
78_11,walking,calibration
78_12,walking,RunningNoBall     CleanedGRS
78_13,walking,OffensiveMoveSpinLeft            CleanedGRS
78_14,walking,OffensiveMoveSpinLeft      CleanedGRS
78_15,walking,OffensiveMoveGoRight     CleanedGRS
78_16,walking,OffensiveMoveGoLeft         CleanedGRs
78_17,walking,OffensiveMoveSpinRight             CleanedGRS
78_18,walking,WalkEvasiveLeft      CleanedGRS
78_19,walking,WalkEvasiveRight              CleanedGRS
78_20,walking,FeintLeftMoveRight            CleanedGRS
78_21,walking,FeintRightMoveLeft      CleanedGRS
78_22,walking,FakeShotBreakRight     CleanedGRs
78_23,walking,FakeShotBreakLeft            CleanedGRS
78_24,walking,DefensiveStraightNoStop          CleanedGRS
78_25,walking,DefensiveStraightWithStop          CleanedGRS
78_26,walking,DefensiveRightStopToStop           CleanedGRS
78_27,walking,DefensiveLeftStopToStop              CleanedGRS
78_28,walking,DefensiveMoveZigZag           CleanedGRS
78_29,walking,DefensiveMoveSideToSide           CleanedGRS
78_30,walking,DefensiveMoveSideToSide           CleanedGRS
78_31,walking,Pivoting     CleanedGRS
78_32,walking,SraightDriveFromStop          Cleaned GRS
78_33,walking,RightDrive (left then right)    Cleaned GRS
78_34,walking,LeftDrive (right then left)    Cleaned GRS
78_35,walking,RightTightTurn    CleanedGRS
,,
79_01,actor everyday activities,chopping wood
79_02,actor everyday activities,swimming
79_03,actor everyday activities,swimming
79_04,actor everyday activities,digging
79_05,actor everyday activities,sewing
79_06,actor everyday activities,hand shake
79_07,actor everyday activities,lost marker
79_08,actor everyday activities,boxing
79_09,actor everyday activities,slicing bread
79_10,actor everyday activities,chopping onions
79_11,actor everyday activities,Subject calibration
79_12,actor everyday activities,eating dinner
79_13,actor everyday activities,mixing batter
79_14,actor everyday activities,making dough
79_15,actor everyday activities,eating a sandwich
79_16,actor everyday activities,buying something
79_17,actor everyday activities,playing violin
79_18,actor everyday activities,playing drums
79_19,actor everyday activities,playing piano
79_20,actor everyday activities,hanging a picture
79_21,actor everyday activities,putting on a pull over
79_22,actor everyday activities,range of motion
79_23,actor everyday activities,putting on a jacket
79_24,actor everyday activities,putting on button up sweater
79_25,actor everyday activities,moving heavy box
79_26,actor everyday activities,planting a tree
79_27,actor everyday activities,planting a plant
79_28,actor everyday activities,putting on a ball cap
79_29,actor everyday activities,putting on a dress
79_30,actor everyday activities,pushing a swing
79_31,actor everyday activities,writing on a chalkboard
79_32,actor everyday activities,writing on a chalkboard
79_33,actor everyday activities,chug a beer
79_34,actor everyday activities,fishing
79_35,actor everyday activities,fishing
79_36,actor everyday activities,answering the phone
79_37,actor everyday activities,dialing phone
79_38,actor everyday activities,drinking water
79_39,actor everyday activities,sipping martinee
79_40,actor everyday activities,drinking a soda
79_41,actor everyday activities,sipping coffee
79_42,actor everyday activities,eating soup
79_43,actor everyday activities,painting
79_44,actor everyday activities,washing a window
79_45,actor everyday activities,bear
79_46,actor everyday activities,bear
79_47,actor everyday activities,chicken
79_48,actor everyday activities,elephant
79_49,actor everyday activities,monkey
79_50,actor everyday activities,mouse
79_51,actor everyday activities,chipmunk
79_52,actor everyday activities,prairie dog
79_53,actor everyday activities,dog
79_54,actor everyday activities,snake
79_55,actor everyday activities,sweeping
79_56,actor everyday activities,T-rex
79_57,actor everyday activities,fish
79_58,actor everyday activities,bird
79_59,actor everyday activities,cat
79_60,actor everyday activities,chicken
79_61,actor everyday activities,cow
79_62,actor everyday activities,chicken
79_63,actor everyday activities,tiger
79_64,actor everyday activities,penguin
79_65,actor everyday activities,horse
79_66,actor everyday activities,movie and trial dont match
79_67,actor everyday activities,no movie
79_68,actor everyday activities,cold
79_69,actor everyday activities,very happy
79_70,actor everyday activities,laughing
79_71,actor everyday activities,sad
79_72,actor everyday activities,crying
79_73,actor everyday activities,scared
79_74,actor everyday activities,upset
79_75,actor everyday activities,channel surfing
79_76,actor everyday activities,driving
79_77,actor everyday activities,vacuuming
79_78,actor everyday activities,taking a movie
79_79,actor everyday activities,putting on headphones
79_80,actor everyday activities,using a palm pilot
79_81,actor everyday activities,brushing teeth
79_82,actor everyday activities,putting on deoderant
79_83,actor everyday activities,shaving
79_84,actor everyday activities,combing hair
79_85,actor everyday activities,typing on a laptop
79_86,actor everyday activities,shooting bow and arrow
79_87,actor everyday activities,raking
79_88,actor everyday activities,swatting at a fly
79_89,actor everyday activities,holding a baby
79_90,actor everyday activities,washing
79_91,actor everyday activities,football
79_92,actor everyday activities,frisbee
79_93,actor everyday activities,weight lifting
79_94,actor everyday activities,flexing
79_95,actor everyday activities,rowing
79_96,actor everyday activities,shooting a gun
,,
80_01,assorted motions,shaking hands
80_02,assorted motions,chopping onions
80_03,assorted motions,shooting a gun
80_04,assorted motions,sewing
80_05,assorted motions,digging a hole
80_06,assorted motions,paying for something
80_07,assorted motions,hanging picture
80_08,assorted motions,picking up something
80_09,assorted motions,planting a flower
80_10,assorted motions,boxing
80_11,assorted motions,putting on a sweater
80_12,assorted motions,fishing
80_13,assorted motions,drumming
80_14,assorted motions,teaching
80_15,assorted motions,putting on a coat
80_16,assorted motions,mixing batter
80_17,assorted motions,hand mixing dough
80_18,assorted motions,vacuuming
80_19,assorted motions,pushing broom
80_20,assorted motions,planting
80_21,assorted motions,pushing swing
80_22,assorted motions,putting on a hat
80_23,assorted motions,putting on a skirt
80_24,assorted motions,eating
80_25,assorted motions,answering a phone
80_26,assorted motions,dialing phone
80_27,assorted motions,setting glass of water
80_28,assorted motions,drinking and smoking
80_29,assorted motions,chugging
80_30,assorted motions,range of motion
80_31,assorted motions,making coffee
80_32,assorted motions,slicing
80_33,assorted motions,eating soup
80_34,assorted motions,rake leaves
80_35,assorted motions,putting on headphones
80_36,assorted motions,violin
80_37,assorted motions,TV
80_38,assorted motions,driving
80_39,assorted motions,Unknown
80_40,assorted motions,drinking from bottle
80_41,assorted motions,freezing
80_42,assorted motions,freezing
80_43,assorted motions,happy
80_44,assorted motions,laughing
80_45,assorted motions,crying
80_46,assorted motions,crying
80_47,assorted motions,Unknown
80_48,assorted motions,arguing
80_49,assorted motions,gorilla
80_50,assorted motions,cleaning window
80_51,assorted motions,chicken
80_52,assorted motions,dog
80_53,assorted motions,elephant
80_54,assorted motions,monkey
80_55,assorted motions,mouse
80_56,assorted motions,chip monk
80_57,assorted motions,prairie dog
80_58,assorted motions,snake
80_59,assorted motions,panther
80_60,assorted motions,Unknown
80_61,assorted motions,sweeping
80_62,assorted motions,bird
80_63,assorted motions,chicken
80_64,assorted motions,cat
80_65,assorted motions,fish
80_66,assorted motions,Unknown
80_67,assorted motions,Unknown
80_68,assorted motions,Unknown
80_69,assorted motions,painting
80_70,assorted motions,piano
80_71,assorted motions,chopping wood
80_72,assorted motions,swimming
80_73,assorted motions,shaking hands
,,
81_01,pushing a box; jumping off a ledge; walks,fix hair and walk forward
81_02,pushing a box; jumping off a ledge; walks,walk forward
81_03,pushing a box; jumping off a ledge; walks,walk
81_04,pushing a box; jumping off a ledge; walks,walk at a brisk pace
81_05,pushing a box; jumping off a ledge; walks,push heavy object
81_06,pushing a box; jumping off a ledge; walks,push heavy box
81_07,pushing a box; jumping off a ledge; walks,pull heavy object
81_08,pushing a box; jumping off a ledge; walks,drag heavy object
81_09,pushing a box; jumping off a ledge; walks,drag heavy object
81_10,pushing a box; jumping off a ledge; walks,push object that is high in air
81_11,pushing a box; jumping off a ledge; walks,push object that is high in air
81_12,pushing a box; jumping off a ledge; walks,jump backwards off ledge
81_13,pushing a box; jumping off a ledge; walks,jump backwards off ledge
81_14,pushing a box; jumping off a ledge; walks,climb backwards off ledge
81_15,pushing a box; jumping off a ledge; walks,climb backwards off ledge
81_16,pushing a box; jumping off a ledge; walks,Unknown
81_17,pushing a box; jumping off a ledge; walks,walk forward
81_18,pushing a box; jumping off a ledge; walks,adjust hair walk forward
,,
82_01,jumping; pushing; emotional walks,Static pose
82_02,jumping; pushing; emotional walks,Jump off ledge
82_03,jumping; pushing; emotional walks,Jump off ledge
82_04,jumping; pushing; emotional walks,Jump off ledge
82_05,jumping; pushing; emotional walks,sitting on ground relaxing
82_06,jumping; pushing; emotional walks,Pushing on heavy object
82_07,jumping; pushing; emotional walks,Pushing on heavy object
82_08,jumping; pushing; emotional walks,stand still; casual walk forward
82_09,jumping; pushing; emotional walks,confident walk forward
82_10,jumping; pushing; emotional walks,sad walk forward
82_11,jumping; pushing; emotional walks,normal walk forward
82_12,jumping; pushing; emotional walks,happy or fast walk forward
82_13,jumping; pushing; emotional walks,normal walk forward
82_14,jumping; pushing; emotional walks,walk forward and slow down
82_15,jumping; pushing; emotional walks,walk forward and turn sideways
82_16,jumping; pushing; emotional walks,bang on high object
82_17,jumping; pushing; emotional walks,bang on high object
82_18,jumping; pushing; emotional walks,static pose
,,
83_01,steps,large sidestep to right
83_02,steps,sidestep to the right and up a ledge
83_03,steps,large step to a short ledge
83_04,steps,large sidestep to right
83_05,steps,very large sidestep to right
83_06,steps,very large sidestep to right and down
83_07,steps,short sidestep to right and down
83_08,steps,medium step forward and down
83_09,steps,short step forward and down
83_10,steps,medium step forward and down
83_11,steps,static pose
83_12,steps,medium sidestep to right and down
83_13,steps,large sidestep to right
83_14,steps,short sidestep to left and down
83_15,steps,short step forward
83_16,steps,medium sidestep to left and down
83_17,steps,medium step to left and down
83_18,steps,short step to left and forward
83_19,steps,medium sidestep to left
83_20,steps,medium step forward
83_21,steps,large step to left and forward
83_22,steps,stretching
83_23,steps,short sidestep to left and up
83_24,steps,medium step to left and up
83_25,steps,short step forward and up
83_26,steps,"medium step to left, forward, and up"
83_27,steps,walk forward stepping up stairs
83_28,steps,walk forward stepping up stairs
83_29,steps,walk forward stepping up stairs
83_30,steps,walk forward stepping up stairs
83_31,steps,walk forward stepping up stairs
83_32,steps,walk forward stepping up stairs
83_33,steps,sidestep to right then back to left
83_34,steps,walk forward and up stairs
83_35,steps,walk forward and stepping up stairs
83_36,steps,walk forward turn 90 degrees left walk forward
83_37,steps,walk forward turn 90 degrees right walk forward
83_38,steps,walk forward turn 90 degrees left walk forward
83_39,steps,walk forward turn 90 degrees right walk forward
83_40,steps,hop forward
83_41,steps,hop forward
83_42,steps,long jump forward
83_43,steps,long jump forward
83_44,steps,medium step forward
83_45,steps,hop forward
83_46,steps,medium hop forward
83_47,steps,long jump forward
83_48,steps,short hop forward
83_49,steps,medium hop forward
83_50,steps,long jump forward
